symbol,date,open,high,low,close,volume,adjclose,datetime,avg_volume,rvol,atr,noncomm_net_ratio_change,comm_net_ratio_change,nonrept_net_ratio_change,asset,dividends
GC=F,2024-08-09,2422.300048828125,2432.10009765625,2418.5,2432.10009765625,611.0,2432.10009765625,2024-08-09 03:00:00+03:00,287.8,2.1230020847810978,0.0,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-12,2432.699951171875,2469.800048828125,2432.0,2462.39990234375,566.0,2462.39990234375,2024-08-12 03:00:00+03:00,334.2,1.6935966487133454,0.0,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-13,2461.0,2470.0,2456.5,2466.699951171875,510.0,2466.699951171875,2024-08-13 03:00:00+03:00,403.6,1.263627353815659,0.0,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-14,2468.0,2472.10009765625,2439.39990234375,2439.39990234375,274.0,2439.39990234375,2024-08-14 03:00:00+03:00,432.4,0.633672525439408,33.40004185267857,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-15,2451.800048828125,2467.699951171875,2431.199951171875,2453.10009765625,285.0,2453.10009765625,2024-08-15 03:00:00+03:00,449.2,0.6344612644701692,33.6214674346301,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-16,2453.5,2508.0,2451.39990234375,2498.60009765625,197.0,2498.60009765625,2024-08-16 03:00:00+03:00,366.4,0.5376637554585153,35.2627981647458,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-19,2508.5,2508.5,2487.199951171875,2501.800048828125,88.0,2501.800048828125,2024-08-19 03:00:00+03:00,270.8,0.3249630723781388,34.26545892641575,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-20,2503.5,2527.300048828125,2500.699951171875,2511.300048828125,187.0,2511.300048828125,2024-08-20 03:00:00+03:00,206.2,0.906886517943744,33.71793312140391,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-21,2511.0,2515.39990234375,2503.89990234375,2508.39990234375,96.0,2508.39990234375,2024-08-21 03:00:00+03:00,170.6,0.5627198124267292,32.13093789844648,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-22,2504.10009765625,2504.10009765625,2471.10009765625,2478.89990234375,210.0,2478.89990234375,2024-08-22 03:00:00+03:00,155.6,1.3496143958868896,32.500142669093165,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-23,2486.5,2508.39990234375,2486.5,2508.39990234375,94.0,2508.39990234375,2024-08-23 03:00:00+03:00,135.0,0.6962962962962963,32.28584676415794,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-26,2509.89990234375,2523.10009765625,2509.10009765625,2517.699951171875,290.0,2517.699951171875,2024-08-26 03:00:00+03:00,175.4,1.653363740022805,31.02972880332523,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-27,2515.199951171875,2523.10009765625,2506.89990234375,2516.0,100.0,2516.0,2024-08-27 03:00:00+03:00,158.0,0.6329113924050633,29.97047641112343,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-28,2501.0,2501.0,2501.0,2501.0,2353.0,2501.0,2024-08-28 03:00:00+03:00,609.4,3.8611749261568757,28.901156667471753,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-29,2504.10009765625,2525.699951171875,2503.89990234375,2525.699951171875,3966.0,2525.699951171875,2024-08-29 03:00:00+03:00,1360.6,2.914890489489931,28.601070560643414,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-08-30,2519.5,2525.39990234375,2493.800048828125,2493.800048828125,208.0,2493.800048828125,2024-08-30 03:00:00+03:00,1383.4,0.15035419979760012,28.836701402293887,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-03,2501.60009765625,2501.800048828125,2476.300048828125,2489.89990234375,206.0,2489.89990234375,2024-09-03 03:00:00+03:00,1366.6,0.1507390604419728,28.598365587844324,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-04,2490.89990234375,2493.39990234375,2483.5,2493.39990234375,470.0,2493.39990234375,2024-09-04 03:00:00+03:00,1440.6,0.3262529501596557,27.262761070409017,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-05,2493.699951171875,2513.300048828125,2493.39990234375,2511.39990234375,54.0,2511.39990234375,2024-09-05 03:00:00+03:00,980.8,0.05505709624796085,26.736860028549444,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-06,2510.300048828125,2517.89990234375,2483.699951171875,2493.5,96.0,2493.5,2024-09-06 03:00:00+03:00,206.8,0.46421663442940037,27.269937967358413,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-09,2491.300048828125,2504.699951171875,2491.300048828125,2501.800048828125,96.0,2501.800048828125,2024-09-09 03:00:00+03:00,184.4,0.5206073752711496,26.27922113710067,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-10,2512.300048828125,2512.300048828125,2512.300048828125,2512.300048828125,5.0,2512.300048828125,2024-09-10 03:00:00+03:00,144.2,0.0346740638002774,25.152133913022052,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-11,2525.800048828125,2525.800048828125,2502.300048828125,2512.10009765625,90.0,2512.10009765625,2024-09-11 03:00:00+03:00,68.2,1.3196480938416422,25.03412434780619,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-12,2529.10009765625,2557.0,2523.39990234375,2551.199951171875,132.0,2551.199951171875,2024-09-12 03:00:00+03:00,83.8,1.5751789976133652,26.453108490373605,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-13,2568.800048828125,2581.800048828125,2565.0,2581.300048828125,31.0,2581.300048828125,2024-09-13 03:00:00+03:00,70.8,0.4378531073446328,26.74932200222192,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-16,2580.39990234375,2580.39990234375,2580.39990234375,2580.39990234375,28.0,2580.39990234375,2024-09-16 03:00:00+03:00,57.2,0.4895104895104895,24.90295232237571,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-17,2581.199951171875,2581.800048828125,2564.300048828125,2564.300048828125,22.0,2564.300048828125,2024-09-17 03:00:00+03:00,60.6,0.36303630363036304,24.37417001363459,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-18,2570.699951171875,2570.699951171875,2549.199951171875,2570.699951171875,25.0,2570.699951171875,2024-09-18 03:00:00+03:00,47.6,0.5252100840336135,24.168872155517835,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-19,2566.0,2588.0,2566.0,2588.0,99.0,2588.0,2024-09-19 03:00:00+03:00,41.0,2.4146341463414633,24.01395271583799,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-20,2590.39990234375,2621.800048828125,2590.39990234375,2619.89990234375,17.0,2619.89990234375,2024-09-20 03:00:00+03:00,38.2,0.4450261780104712,24.71295958100135,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-23,2626.5,2626.5,2626.5,2626.5,9.0,2626.5,2024-09-23 03:00:00+03:00,34.4,0.2616279069767442,23.419183729233396,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-24,2636.800048828125,2662.300048828125,2625.5,2651.199951171875,35.0,2651.199951171875,2024-09-24 03:00:00+03:00,37.0,0.9459459459459459,24.374959807725652,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-25,2656.300048828125,2664.199951171875,2649.300048828125,2659.199951171875,175.0,2659.199951171875,2024-09-25 03:00:00+03:00,67.0,2.611940298507463,23.69816998887025,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-26,2662.300048828125,2669.89990234375,2660.800048828125,2669.89990234375,17216.0,2669.89990234375,2024-09-26 03:00:00+03:00,3490.4,4.932385972954389,22.769725787656306,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-27,2670.0,2672.10009765625,2641.699951171875,2644.300048828125,4228.0,2644.300048828125,2024-09-27 03:00:00+03:00,4332.6,0.9758574527997045,23.314755837421927,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-09-30,2660.89990234375,2662.10009765625,2623.199951171875,2636.10009765625,973.0,2636.10009765625,2024-09-30 03:00:00+03:00,4525.4,0.21500861802271623,24.427998026490002,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-01,2631.39990234375,2670.89990234375,2631.39990234375,2667.300048828125,153.0,2667.300048828125,2024-10-01 03:00:00+03:00,4549.0,0.033633765662783026,25.504569596026432,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-02,2650.60009765625,2657.199951171875,2640.0,2647.10009765625,72.0,2647.10009765625,2024-10-02 03:00:00+03:00,4528.4,0.015899655507464007,25.6328181126049,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-03,2642.800048828125,2657.10009765625,2640.0,2657.10009765625,354.0,2657.10009765625,2024-10-03 03:00:00+03:00,1156.0,0.3062283737024221,25.023338080008124,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-04,2656.0,2667.0,2639.0,2645.800048828125,114.0,2645.800048828125,2024-10-04 03:00:00+03:00,333.2,0.34213685474189676,25.23595678857897,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-07,2648.699951171875,2657.39990234375,2639.0,2644.800048828125,284.0,2644.800048828125,2024-10-07 03:00:00+03:00,195.4,1.4534288638689867,24.7476671853769,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-08,2639.0,2639.0,2609.300048828125,2615.0,687.0,2615.0,2024-10-08 03:00:00+03:00,302.2,2.273328921244209,25.51569095784998,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-09,2603.0,2607.699951171875,2603.0,2606.0,152.0,2606.0,2024-10-09 03:00:00+03:00,318.2,0.4776869893148963,24.550284460860695,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-10,2602.5,2628.300048828125,2602.5,2620.60009765625,320.0,2620.60009765625,2024-10-10 03:00:00+03:00,311.4,1.027617212588311,24.639553344236713,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-11,2638.300048828125,2658.10009765625,2638.199951171875,2657.60009765625,12.0,2657.60009765625,2024-10-11 03:00:00+03:00,291.0,0.041237113402061855,25.558156676791235,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-14,2655.0,2655.300048828125,2647.800048828125,2647.800048828125,40.0,2647.800048828125,2024-10-14 03:00:00+03:00,242.2,0.16515276630883569,24.432577544743648,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-15,2661.39990234375,2661.39990234375,2661.39990234375,2661.39990234375,39.0,2661.39990234375,2024-10-15 03:00:00+03:00,112.6,0.3463587921847247,23.658811542663745,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-16,2674.0,2674.0,2674.0,2674.0,6.0,2674.0,2024-10-16 03:00:00+03:00,83.4,0.07194244604316546,22.868903407919905,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-17,2677.39990234375,2691.699951171875,2677.199951171875,2691.0,30.0,2691.0,2024-10-17 03:00:00+03:00,25.4,1.1811023622047245,22.499692533916697,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-18,2713.699951171875,2719.60009765625,2713.699951171875,2713.699951171875,29.0,2713.699951171875,2024-10-18 03:00:00+03:00,28.8,1.0069444444444444,22.935435756940503,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-21,2721.89990234375,2738.39990234375,2719.5,2723.10009765625,52.0,2723.10009765625,2024-10-21 03:00:00+03:00,31.2,1.6666666666666667,23.061472572292967,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-22,2731.699951171875,2746.0,2728.60009765625,2744.199951171875,93.0,2744.199951171875,2024-10-22 03:00:00+03:00,42.0,2.2142857142857144,23.049931841682756,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-23,2742.5,2742.5,2714.199951171875,2714.39990234375,18.0,2714.39990234375,2024-10-23 03:00:00+03:00,44.4,0.40540540540540543,23.54636528156256,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-24,2729.0,2736.10009765625,2729.0,2734.89990234375,27.0,2734.89990234375,2024-10-24 03:00:00+03:00,43.8,0.6164383561643836,23.414495998058094,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-25,2725.5,2742.39990234375,2725.5,2740.89990234375,29.0,2740.89990234375,2024-10-25 03:00:00+03:00,43.8,0.6621004566210046,22.949167879893228,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-28,2736.10009765625,2742.89990234375,2729.5,2742.89990234375,56.0,2742.89990234375,2024-10-28 03:00:00+03:00,44.6,1.2556053811659191,22.267077484454425,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-29,2768.39990234375,2768.39990234375,2768.39990234375,2768.39990234375,848.0,2768.39990234375,2024-10-29 03:00:00+03:00,195.6,4.335378323108385,22.498000521279106,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-30,2774.60009765625,2789.0,2774.60009765625,2788.5,231.0,2788.5,2024-10-30 03:00:00+03:00,238.2,0.9697732997481109,22.362436030919884,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-10-31,2787.39990234375,2787.5,2733.5,2738.300048828125,849.0,2738.300048828125,2024-10-31 03:00:00+03:00,402.6,2.1087928464977646,24.69369060013989,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-01,2745.5,2756.0,2734.199951171875,2738.60009765625,109.0,2738.60009765625,2024-11-01 03:00:00+03:00,418.6,0.2603917821309126,24.487001902138825,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-04,2736.5,2737.10009765625,2736.10009765625,2736.10009765625,16.0,2736.10009765625,2024-11-04 03:00:00+03:00,410.6,0.03896736483195324,22.916501766271768,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-05,2743.0,2743.89990234375,2740.300048828125,2740.300048828125,23.0,2740.300048828125,2024-11-05 03:00:00+03:00,245.6,0.09364820846905537,21.836737689216644,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-06,2734.5,2734.5,2659.39990234375,2667.60009765625,427.0,2667.60009765625,2024-11-06 03:00:00+03:00,284.8,1.4992977528089888,26.055552603156524,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-07,2662.5,2699.10009765625,2662.5,2698.39990234375,676.0,2698.39990234375,2024-11-07 03:00:00+03:00,250.2,2.701838529176659,26.8087343926632,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-08,2688.5,2694.60009765625,2682.89990234375,2687.5,1038.0,2687.5,2024-11-08 03:00:00+03:00,436.0,2.3807339449541285,26.000967650330118,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-11,2671.699951171875,2671.699951171875,2611.199951171875,2611.199951171875,20.0,2611.199951171875,2024-11-11 03:00:00+03:00,436.8,0.045787545787545784,29.593759163029752,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-12,2605.5,2605.5,2592.800048828125,2600.0,118.0,2600.0,2024-11-12 03:00:00+03:00,455.8,0.25888547608600265,28.79419796165263,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-13,2611.10009765625,2611.800048828125,2580.800048828125,2580.800048828125,53.0,2580.800048828125,2024-11-13 03:00:00+03:00,381.0,0.13910761154855644,28.95175525010601,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-14,2555.10009765625,2576.199951171875,2554.199951171875,2568.199951171875,27.0,2568.199951171875,2024-11-14 03:00:00+03:00,251.2,0.10748407643312102,28.783779707687724,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-15,2565.699951171875,2565.699951171875,2565.699951171875,2565.699951171875,20.0,2565.699951171875,2024-11-15 03:00:00+03:00,47.6,0.42016806722689076,26.906366871424318,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-18,2591.699951171875,2610.699951171875,2589.39990234375,2610.60009765625,136.0,2610.60009765625,2024-11-18 03:00:00+03:00,70.8,1.92090395480226,28.19876923775115,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-19,2621.89990234375,2627.699951171875,2619.300048828125,2627.10009765625,87.0,2627.10009765625,2024-11-19 03:00:00+03:00,64.6,1.3467492260061922,27.40598954331357,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-20,2638.5,2648.199951171875,2638.5,2648.199951171875,27.0,2648.199951171875,2024-11-20 03:00:00+03:00,59.4,0.45454545454545453,26.955551255621533,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-21,2659.300048828125,2672.10009765625,2655.699951171875,2672.10009765625,33.0,2672.10009765625,2024-11-21 03:00:00+03:00,60.6,0.5445544554455446,26.737308057675353,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-22,2687.5,2710.5,2685.60009765625,2709.89990234375,41.0,2709.89990234375,2024-11-22 03:00:00+03:00,64.8,0.6327160493827161,27.570350506680686,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-25,2689.39990234375,2689.39990234375,2616.800048828125,2616.800048828125,94.0,2616.800048828125,2024-11-25 03:00:00+03:00,56.4,1.6666666666666667,32.25102929303385,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-26,2625.60009765625,2625.60009765625,2620.300048828125,2620.300048828125,177858.0,2620.300048828125,2024-11-26 03:00:00+03:00,35610.6,4.994524102374013,30.575959259826078,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-27,2633.5,2657.89990234375,2627.199951171875,2639.89990234375,61653.0,2639.89990234375,2024-11-27 03:00:00+03:00,47935.8,1.2861577359718623,31.077665992383142,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-11-29,2636.39990234375,2664.300048828125,2620.699951171875,2657.0,3861.0,2657.0,2024-11-29 03:00:00+03:00,48701.4,0.07927903509960699,31.972125396945064,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-02,2649.0,2649.800048828125,2621.699951171875,2634.89990234375,695.0,2634.89990234375,2024-12-02 03:00:00+03:00,48832.2,0.014232412219805785,32.20983421345792,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-03,2639.0,2654.699951171875,2636.0,2644.699951171875,1062.0,2644.699951171875,2024-12-03 03:00:00+03:00,49025.8,0.02166206364811997,31.323420971648424,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-04,2639.199951171875,2658.300048828125,2637.0,2653.800048828125,249.0,2653.800048828125,2024-12-04 03:00:00+03:00,13504.0,0.01843898104265403,30.607465818539605,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-05,2652.39990234375,2655.0,2625.699951171875,2626.60009765625,573.0,2626.60009765625,2024-12-05 03:00:00+03:00,1288.0,0.4448757763975155,30.514078890652847,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-06,2620.199951171875,2643.10009765625,2617.5,2638.60009765625,571.0,2638.60009765625,2024-12-06 03:00:00+03:00,630.0,0.9063492063492063,30.163080231052643,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-09,2632.10009765625,2677.10009765625,2630.800048828125,2664.89990234375,935.0,2664.89990234375,2024-12-09 03:00:00+03:00,678.0,1.37905604719764,31.315720845129242,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-10,2662.300048828125,2698.199951171875,2661.0,2697.60009765625,437.0,2697.60009765625,2024-12-10 03:00:00+03:00,553.0,0.7902350813743219,31.736023011325365,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-11,2701.800048828125,2733.800048828125,2693.10009765625,2733.800048828125,3387.0,2733.800048828125,2024-12-11 03:00:00+03:00,1180.6,2.868880230391327,32.37630359422177,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-12,2725.10009765625,2725.10009765625,2677.39990234375,2687.5,2365.0,2687.5,2024-12-12 03:00:00+03:00,1539.0,1.5367121507472385,34.09229237208986,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-13,2688.199951171875,2689.300048828125,2647.89990234375,2656.0,1125.0,2656.0,2024-12-13 03:00:00+03:00,1649.8,0.6819008364650261,34.61428195153879,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-16,2658.300048828125,2663.300048828125,2651.0,2651.39990234375,877.0,2651.39990234375,2024-12-16 03:00:00+03:00,1638.2,0.5353436698815773,33.020408157009236,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-17,2651.800048828125,2652.300048828125,2632.5,2644.39990234375,705.0,2644.39990234375,2024-12-17 03:00:00+03:00,1691.8,0.41671592386806955,32.07609677637465,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-18,2644.300048828125,2647.10009765625,2590.199951171875,2636.5,566.0,2636.5,2024-12-18 03:00:00+03:00,1127.6,0.5019510464703796,33.84924318408896,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-19,2582.10009765625,2610.300048828125,2582.10009765625,2592.199951171875,238.0,2592.199951171875,2024-12-19 03:00:00+03:00,702.2,0.3389347764169752,35.31714740977903,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-20,2605.300048828125,2631.60009765625,2604.89990234375,2628.699951171875,592.0,2628.699951171875,2024-12-20 03:00:00+03:00,595.6,0.9939556749496306,35.6087902008216,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-23,2620.0,2627.699951171875,2611.10009765625,2612.300048828125,451.0,2612.300048828125,2024-12-23 03:00:00+03:00,510.4,0.8836206896551725,34.32243758045042,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-24,2613.0,2620.0,2609.5,2620.0,35.0,2620.0,2024-12-24 03:00:00+03:00,376.4,0.09298618490967057,32.620834896132536,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-26,2628.5,2638.800048828125,2627.89990234375,2638.800048828125,84.0,2638.800048828125,2024-12-26 03:00:00+03:00,280.0,0.3,31.633635891274853,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-27,2617.699951171875,2617.699951171875,2616.39990234375,2617.199951171875,642.0,2617.199951171875,2024-12-27 03:00:00+03:00,360.8,1.7793791574279378,30.974100933639146,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-30,2620.699951171875,2626.89990234375,2597.0,2606.10009765625,794.0,2606.10009765625,2024-12-30 03:00:00+03:00,401.2,1.9790628115653042,30.897372462932776,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2024-12-31,2608.39990234375,2629.199951171875,2604.89990234375,2629.199951171875,401.0,2629.199951171875,2024-12-31 03:00:00+03:00,391.2,1.0250511247443763,30.426135060446505,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2025-01-02,2633.0,2663.10009765625,2633.0,2658.89990234375,1728.0,2658.89990234375,2025-01-02 03:00:00+03:00,729.8,2.367771992326665,30.674278733584256,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2025-01-03,2658.699951171875,2658.699951171875,2641.800048828125,2645.0,591.0,2645.0,2025-01-03 03:00:00+03:00,831.2,0.7110202117420596,29.704676932301453,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2025-01-06,2645.5,2647.0,2617.300048828125,2638.39990234375,960.0,2638.39990234375,2025-01-06 03:00:00+03:00,894.8,1.0728654447921324,29.70433937798528,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2025-01-07,2653.39990234375,2657.5,2653.0,2656.699951171875,643.0,2656.699951171875,2025-01-07 03:00:00+03:00,864.6,0.7436965070552857,28.946893540718474,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2025-01-08,2655.5,2676.89990234375,2653.5,2664.5,999.0,2664.5,2025-01-08 03:00:00+03:00,984.2,1.0150375939849623,28.550679883792153,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2025-01-09,2669.699951171875,2686.300048828125,2667.89990234375,2683.800048828125,1139.0,2683.800048828125,2025-01-09 03:00:00+03:00,866.4,1.3146352723915051,28.0684919512445,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2025-01-10,2686.10009765625,2720.10009765625,2683.699951171875,2708.5,403.0,2708.5,2025-01-10 03:00:00+03:00,828.8,0.4862451737451738,28.66361013218239,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2025-01-13,2711.10009765625,2711.199951171875,2673.5,2673.5,765.0,2673.5,2025-01-13 03:00:00+03:00,789.8,0.9685996454798684,29.309063063589008,,,,GOLD - COMMODITY EXCHANGE INC.,
GC=F,2025-01-14,2673.60009765625,2688.300048828125,2670.800048828125,2677.5,794.0,2677.5,2025-01-14 03:00:00+03:00,820.0,0.9682926829268292,28.465558559046936,,,,GOLD - COMMODITY EXCHANGE INC.,
